TIME,MIN,MAX,OTHER
20140801 002835690,0.929130,0.929330,0
20140801 002840190,0.929150,0.929350,0
20140801 002846190,0.929170,0.929370,0
20140801 002846440,0.929180,0.929380,0
20140801 002911940,0.929150,0.929350,0
20140801 002912190,0.929160,0.929360,0
20140801 002917453,0.929180,0.929380,0
20140801 002941190,0.929170,0.929370,0
20140801 002941940,0.929160,0.929360,0
20140801 002942690,0.929150,0.929350,0
20140801 002959953,0.929140,0.929340,0
20140801 003000953,0.929150,0.929350,0
20140801 003001203,0.929140,0.929340,0
20140801 003006953,0.929150,0.929350,0
20140801 003008220,0.929140,0.929340,0
20140801 003010953,0.929150,0.929350,0
20140801 003021187,0.929160,0.929360,0
20140801 003025687,0.929130,0.929330,0
20140801 003025937,0.929120,0.929320,0
20140801 003026187,0.929110,0.929310,0
20140801 003026687,0.929080,0.929280,0
20140801 003028687,0.929090,0.929290,0
20140801 003029187,0.929080,0.929280,0
20140801 003029937,0.929090,0.929290,0
20140801 003032187,0.929070,0.929270,0
20140801 003032437,0.929040,0.929240,0
20140801 003033687,0.929030,0.929230,0
20140801 003035187,0.929070,0.929270,0
20140801 003046937,0.929080,0.929280,0
20140801 003047187,0.929130,0.929330,0
20140801 003047937,0.929090,0.929290,0
20140801 003048187,0.929080,0.929280,0
20140801 003102453,0.929060,0.929260,0
20140801 003102703,0.929040,0.929240,0
20140801 003102953,0.929050,0.929250,0
20140801 003103203,0.929040,0.929240,0
20140801 003117953,0.929050,0.929250,0
20140801 003119203,0.929060,0.929260,0
20140801 003122953,0.929050,0.929250,0
20140801 003123453,0.929040,0.929240,0
20140801 003154203,0.929020,0.929220,0
20140801 003154453,0.928980,0.929180,0
20140801 003200453,0.928960,0.929160,0
20140801 003204203,0.928950,0.929150,0
20140801 003207203,0.928980,0.929180,0
20140801 003207453,0.929030,0.929230,0
20140801 003207703,0.929020,0.929220,0
20140801 003212703,0.928980,0.929180,0
20140801 003214953,0.928960,0.929160,0
20140801 003215203,0.928940,0.929140,0
20140801 003215453,0.928960,0.929160,0
20140801 003216703,0.928940,0.929140,0
20140801 003216953,0.928950,0.929150,0
20140801 003227937,0.928960,0.929160,0
20140801 003230187,0.928950,0.929150,0
20140801 003230437,0.928960,0.929160,0
20140801 003233687,0.928950,0.929150,0
20140801 003234687,0.928940,0.929140,0
20140801 003234937,0.928950,0.929150,0
20140801 003239437,0.928960,0.929160,0
20140801 003243437,0.928970,0.929170,0
20140801 003243687,0.929020,0.929220,0
20140801 003246187,0.928990,0.929190,0
20140801 003246437,0.928980,0.929180,0
20140801 003249187,0.928950,0.929150,0
20140801 003253687,0.928980,0.929180,0
20140801 003255937,0.928970,0.929170,0
20140801 003256203,0.928940,0.929140,0
20140801 003256437,0.928960,0.929160,0
20140801 003256687,0.928950,0.929150,0
20140801 003259937,0.928960,0.929160,0
20140801 003306937,0.928980,0.929180,0
20140801 003307187,0.929030,0.929230,0
20140801 003307437,0.929040,0.929240,0
20140801 003308937,0.929030,0.929230,0
20140801 003309187,0.928990,0.929190,0
20140801 003311437,0.928970,0.929170,0
20140801 003311687,0.928980,0.929180,0
20140801 003314937,0.928970,0.929170,0
20140801 003315187,0.928950,0.929150,0
20140801 003315437,0.928960,0.929160,0
20140801 003321937,0.928990,0.929190,0
20140801 003322203,0.929020,0.929220,0
20140801 003354203,0.928990,0.929190,0
20140801 003354453,0.928980,0.929180,0
20140801 003358203,0.928950,0.929150,0
20140801 003418437,0.928980,0.929180,0
20140801 003452453,0.928990,0.929190,0
20140801 003532937,0.928980,0.929180,0
20140801 003533937,0.928990,0.929190,0
20140801 003542687,0.928980,0.929180,0
20140801 003554187,0.928990,0.929190,0
20140801 003554687,0.929030,0.929230,0
20140801 003556187,0.929000,0.929200,0
20140801 003556437,0.928990,0.929190,0
20140801 003556937,0.929000,0.929200,0
20140801 003557937,0.929030,0.929230,0
20140801 003558687,0.929020,0.929220,0
20140801 003559437,0.929000,0.929200,0
20140801 003559687,0.928990,0.929190,0
20140801 003600187,0.929000,0.929200,0
20140801 003610187,0.929030,0.929230,0
20140801 003610437,0.929060,0.929260,0
20140801 003612453,0.929050,0.929250,0
20140801 003615453,0.929060,0.929260,0
20140801 003615703,0.929050,0.929250,0
20140801 003615953,0.929060,0.929260,0
20140801 003616703,0.929050,0.929250,0
20140801 003616953,0.929040,0.929240,0
20140801 003617203,0.929010,0.929210,0
20140801 003617453,0.929000,0.929200,0
20140801 003617953,0.929050,0.929250,0
20140801 003618203,0.929090,0.929290,0
20140801 003618453,0.929060,0.929260,0
20140801 003618703,0.929100,0.929300,0
20140801 003618953,0.929110,0.929310,0
20140801 003619203,0.929120,0.929320,0
20140801 003619453,0.929160,0.929360,0
20140801 003619703,0.929170,0.929370,0
20140801 003621703,0.929160,0.929360,0
20140801 003622703,0.929150,0.929350,0
20140801 003622953,0.929140,0.929340,0
20140801 003623453,0.929150,0.929350,0
20140801 003624953,0.929140,0.929340,0
20140801 003625453,0.929120,0.929320,0
20140801 003625703,0.929110,0.929310,0
20140801 003632703,0.929100,0.929300,0
20140801 003633453,0.929080,0.929280,0
20140801 003633703,0.929070,0.929270,0
20140801 003640700,0.929110,0.929310,0
20140801 003640950,0.929080,0.929280,0
20140801 003641200,0.929070,0.929270,0
20140801 003652967,0.929080,0.929280,0
20140801 003653967,0.929070,0.929270,0
20140801 003654717,0.929080,0.929280,0
20140801 003701217,0.929070,0.929270,0
20140801 003702717,0.929080,0.929280,0
20140801 003702967,0.929070,0.929270,0
20140801 003706717,0.929130,0.929330,0
20140801 003706967,0.929120,0.929320,0
20140801 003709467,0.929080,0.929280,0
20140801 003713200,0.929120,0.929320,0
20140801 003713467,0.929130,0.929330,0
20140801 003714450,0.929120,0.929320,0
20140801 003746967,0.929080,0.929280,0
20140801 003749217,0.929120,0.929320,0
20140801 003817717,0.929080,0.929280,0
20140801 003824967,0.929120,0.929320,0
20140801 003854967,0.929130,0.929330,0
20140801 003857717,0.929150,0.929350,0
20140801 003857967,0.929160,0.929360,0
20140801 003912967,0.929140,0.929340,0
20140801 003913217,0.929120,0.929320,0
20140801 003915950,0.929110,0.929310,0
20140801 003917200,0.929100,0.929300,0
20140801 003917450,0.929090,0.929290,0
20140801 003926700,0.929120,0.929320,0
20140801 003928200,0.929130,0.929330,0
20140801 003929450,0.929100,0.929300,0
20140801 003929967,0.929090,0.929290,0
20140801 003940967,0.929130,0.929330,0
20140801 003945967,0.929090,0.929290,0
20140801 003948700,0.929120,0.929320,0
20140801 003950967,0.929130,0.929330,0
20140801 003954967,0.929140,0.929340,0
20140801 003955467,0.929150,0.929350,0
20140801 003956450,0.929160,0.929360,0
20140801 004000200,0.929150,0.929350,0
20140801 004001450,0.929120,0.929320,0
20140801 004002967,0.929110,0.929310,0
20140801 004009200,0.929120,0.929320,0
20140801 004029200,0.929130,0.929330,0
20140801 004029717,0.929120,0.929320,0
20140801 004029967,0.929130,0.929330,0
20140801 004033230,0.929140,0.929340,0
20140801 004033717,0.929130,0.929330,0
20140801 004039467,0.929140,0.929340,0
20140801 004040200,0.929130,0.929330,0
20140801 004042217,0.929140,0.929340,0
20140801 004043717,0.929130,0.929330,0
20140801 004043967,0.929140,0.929340,0
20140801 004044717,0.929130,0.929330,0
20140801 004044967,0.929120,0.929320,0
20140801 004102717,0.929130,0.929330,0
20140801 004142217,0.929140,0.929340,0
20140801 004142467,0.929160,0.929360,0
20140801 004142717,0.929170,0.929370,0
20140801 004148217,0.929160,0.929360,0
20140801 004150217,0.929170,0.929370,0
20140801 004150450,0.929200,0.929400,0
20140801 004150717,0.929220,0.929420,0
20140801 004150967,0.929280,0.929480,0
20140801 004152967,0.929290,0.929490,0
20140801 004154200,0.929280,0.929480,0
20140801 004159450,0.929260,0.929460,0
20140801 004204217,0.929270,0.929470,0
20140801 004204717,0.929260,0.929460,0
20140801 004209717,0.929270,0.929470,0
20140801 004209967,0.929260,0.929460,0
20140801 004210467,0.929240,0.929440,0
20140801 004210717,0.929200,0.929400,0
20140801 004234967,0.929210,0.929410,0
20140801 004235217,0.929200,0.929400,0
20140801 004235467,0.929210,0.929410,0
20140801 004235967,0.929230,0.929430,0
20140801 004237467,0.929210,0.929410,0
20140801 004237967,0.929200,0.929400,0
20140801 004254467,0.929220,0.929420,0
20140801 004254717,0.929250,0.929450,0
20140801 004254967,0.929260,0.929460,0
20140801 004312217,0.929250,0.929450,0
20140801 004312467,0.929220,0.929420,0
20140801 004312717,0.929230,0.929430,0
20140801 004313467,0.929220,0.929420,0
20140801 004328713,0.929230,0.929430,0
20140801 004328963,0.929220,0.929420,0
20140801 004339963,0.929230,0.929430,0
