TIME,MAX,MIN,OTHER
20140801 002850940,0.009716096,0.009714208,0
20140801 002851190,0.009716001,0.009714114,0
20140801 002901940,0.009716096,0.009714208,0
20140801 002907940,0.00971619,0.009714302,0
20140801 002908190,0.009716096,0.009714208,0
20140801 002909440,0.00971619,0.009714302,0
20140801 002909940,0.009716096,0.009714208,0
20140801 002910940,0.00971619,0.009714302,0
20140801 002911190,0.009716096,0.009714208,0
20140801 002911940,0.00971619,0.009714302,0
20140801 002912190,0.009716096,0.009714208,0
20140801 002912940,0.00971619,0.009714302,0
20140801 002913063,0.009716096,0.009714208,0
20140801 002913440,0.00971619,0.009714302,0
20140801 002913690,0.009716096,0.009714208,0
20140801 002914190,0.00971619,0.009714302,0
20140801 002914690,0.009716096,0.009714208,0
20140801 002914940,0.00971619,0.009714302,0
20140801 002915190,0.009716001,0.009714114,0
20140801 002915440,0.009716096,0.009714208,0
20140801 002922190,0.009716001,0.009714114,0
20140801 002922440,0.009716096,0.009714208,0
20140801 002923190,0.009716001,0.009714114,0
20140801 002923940,0.009716096,0.009714208,0
20140801 002925190,0.00971619,0.009714302,0
20140801 002927190,0.009716379,0.009714491,0
20140801 002928190,0.009716473,0.009714585,0
20140801 002928440,0.009716662,0.009714774,0
20140801 002929190,0.009716568,0.00971468,0
20140801 002934190,0.009716473,0.009714585,0
20140801 002934690,0.009716284,0.009714397,0
20140801 002936940,0.009716096,0.009714208,0
20140801 002948937,0.00971619,0.009714302,0
20140801 002949203,0.009716284,0.009714397,0
20140801 002949437,0.00971619,0.009714302,0
20140801 002957953,0.009716096,0.009714208,0
20140801 003016720,0.009716001,0.009714114,0
20140801 003021687,0.009715907,0.009714019,0
20140801 003024937,0.009716001,0.009714114,0
20140801 003050437,0.009715907,0.009714019,0
20140801 003050687,0.009715812,0.009713925,0
20140801 003053703,0.009715718,0.009713831,0
20140801 003055203,0.009715624,0.009713736,0
20140801 003055703,0.009715718,0.009713831,0
20140801 003056453,0.009715624,0.009713736,0
20140801 003056703,0.009715718,0.009713831,0
20140801 003059187,0.009715624,0.009713736,0
