TIME,MIN,MAX,OTHER
20140801 003224953,0.849760,0.850060,0
20140801 003228937,0.849770,0.850070,0
20140801 003239937,0.849760,0.850060,0
20140801 003243687,0.849770,0.850070,0
20140801 003249187,0.849760,0.850060,0
20140801 003300437,0.849770,0.850070,0
20140801 003327437,0.849760,0.850060,0
20140801 003337187,0.849750,0.850050,0
20140801 003354703,0.849760,0.850060,0
20140801 003359703,0.849730,0.850030,0
20140801 003359953,0.849740,0.850040,0
20140801 003400703,0.849720,0.850020,0
20140801 003403203,0.849700,0.850000,0
20140801 003403453,0.849670,0.849970,0
20140801 003405703,0.849660,0.849960,0
20140801 003406703,0.849650,0.849950,0
20140801 003408953,0.849660,0.849960,0
20140801 003410687,0.849650,0.849950,0
20140801 003411937,0.849660,0.849960,0
20140801 003414687,0.849650,0.849950,0
20140801 003424937,0.849640,0.849940,0
20140801 003430687,0.849650,0.849950,0
20140801 003431687,0.849640,0.849940,0
20140801 003432687,0.849650,0.849950,0
20140801 003434203,0.849640,0.849940,0
20140801 003436687,0.849650,0.849950,0
20140801 003439703,0.849640,0.849940,0
20140801 003449953,0.849630,0.849930,0
20140801 003450703,0.849640,0.849940,0
20140801 003502937,0.849650,0.849950,0
20140801 003519953,0.849660,0.849960,0
20140801 003523953,0.849650,0.849950,0
20140801 003531937,0.849640,0.849940,0
20140801 003532687,0.849650,0.849950,0
20140801 003555187,0.849660,0.849960,0
20140801 003556687,0.849640,0.849940,0
20140801 003556937,0.849660,0.849960,0
20140801 003559437,0.849640,0.849940,0
20140801 003559937,0.849650,0.849950,0
20140801 003610187,0.849660,0.849960,0
20140801 003612703,0.849670,0.849970,0
20140801 003617203,0.849660,0.849960,0
20140801 003618703,0.849680,0.849980,0
20140801 003618953,0.849660,0.849960,0
20140801 003619703,0.849720,0.850020,0
20140801 003620203,0.849690,0.849990,0
20140801 003620453,0.849670,0.849970,0
20140801 003620953,0.849680,0.849980,0
20140801 003621453,0.849670,0.849970,0
20140801 003621953,0.849680,0.849980,0
20140801 003622453,0.849670,0.849970,0
20140801 003622953,0.849680,0.849980,0
20140801 003623703,0.849670,0.849970,0
20140801 003633703,0.849660,0.849960,0
20140801 003634450,0.849670,0.849970,0
20140801 003634700,0.849660,0.849960,0
20140801 003634950,0.849670,0.849970,0
20140801 003637450,0.849660,0.849960,0
20140801 003706217,0.849670,0.849970,0
20140801 003706717,0.849660,0.849960,0
20140801 003710217,0.849670,0.849970,0
20140801 003710967,0.849660,0.849960,0
20140801 003711717,0.849670,0.849970,0
20140801 003711967,0.849660,0.849960,0
20140801 003712217,0.849670,0.849970,0
20140801 003712467,0.849660,0.849960,0
20140801 003713467,0.849670,0.849970,0
20140801 003717967,0.849680,0.849980,0
20140801 003718217,0.849690,0.849990,0
20140801 003718467,0.849680,0.849980,0
20140801 003732967,0.849690,0.849990,0
20140801 003734217,0.849700,0.850000,0
20140801 003741717,0.849680,0.849980,0
20140801 003837217,0.849690,0.849990,0
20140801 003843217,0.849700,0.850000,0
20140801 003843967,0.849710,0.850010,0
20140801 003900717,0.849700,0.850000,0
20140801 003903450,0.849690,0.849990,0
20140801 003903700,0.849680,0.849980,0
20140801 003910450,0.849700,0.850000,0
20140801 003911967,0.849710,0.850010,0
20140801 003913450,0.849690,0.849990,0
20140801 003914700,0.849680,0.849980,0
20140801 004001967,0.849690,0.849990,0
20140801 004003967,0.849680,0.849980,0
20140801 004016967,0.849700,0.850000,0
20140801 004031467,0.849690,0.849990,0
20140801 004036217,0.849680,0.849980,0
20140801 004119967,0.849670,0.849970,0
20140801 004121700,0.849680,0.849980,0
20140801 004142467,0.849690,0.849990,0
20140801 004150717,0.849730,0.850030,0
20140801 004150967,0.849780,0.850080,0
20140801 004151217,0.849790,0.850090,0
20140801 004151967,0.849780,0.850080,0
20140801 004203967,0.849750,0.850050,0
20140801 004204217,0.849770,0.850070,0
20140801 004204467,0.849780,0.850080,0
20140801 004204717,0.849790,0.850090,0
20140801 004205467,0.849780,0.850080,0
20140801 004206717,0.849750,0.850050,0
20140801 004206967,0.849760,0.850060,0
20140801 004210717,0.849770,0.850070,0
20140801 004216967,0.849760,0.850060,0
20140801 004217467,0.849750,0.850050,0
20140801 004218717,0.849740,0.850040,0
20140801 004218967,0.849690,0.849990,0
20140801 004226217,0.849700,0.850000,0
20140801 004235967,0.849710,0.850010,0
20140801 004236217,0.849720,0.850020,0
